Arquivo,Tamanho (KB),Data Modificação
TG133_303001_66646_00714_133_20251114115733_91.13.BIN,4.43,14/11/2025 16:39
TG133_303001_66646_00715_133_20251114191023_91.13.BIN,23.28,14/11/2025 19:10
TG133_303001_66646_00716_133_20251114191546_91.13.BIN,2.39,14/11/2025 19:15
TG133_303002_66372_02222_133_20251114120353_91.13.BIN,151.73,14/11/2025 23:01
TG133_303002_66372_02223_133_20251114155039_91.13.BIN,74.29,14/11/2025 23:01
TG133_303002_66372_02224_133_20251114225928_91.13.BIN,128.25,14/11/2025 23:01
