Arquivo,Tamanho (KB),Data Modificação
TG133_303001_66646_00822_133_20260401190255_91.13.BIN,33.84,01/04/2026 19:03
TG133_303002_66372_02606_133_20260401044151_91.13.BIN,3.76,01/04/2026 04:42
TG133_303002_66372_02607_133_20260401044552_91.13.BIN,3.55,01/04/2026 04:45
TG133_303002_66372_02608_133_20260401120245_91.13.BIN,199.77,01/04/2026 12:03
TG133_303002_66372_02609_133_20260401155128_91.13.BIN,87.25,01/04/2026 15:51
TG133_303002_66372_02610_133_20260401230013_91.13.BIN,120.26,01/04/2026 22:59
